,home_team_id,away_team_id,home_team,away_team,play_id,game_id,event,event_id,event_type_id,description,time_stamp,period,period_time,period_time_remaining,goals_home,goals_away,team_id,team_name,team_abrv
0,22,23,Edmonton Oilers,Vancouver Canucks,20220200101,2022020010,Game Scheduled,1,GAME_SCHEDULED,Game Scheduled,2022-10-13T01:15:27Z,1,00:00,20:00,0,0,,,
1,22,23,Edmonton Oilers,Vancouver Canucks,202202001053,2022020010,Period Ready,53,PERIOD_READY,Period Ready,2022-10-13T02:18:45Z,1,00:00,20:00,0,0,,,
2,22,23,Edmonton Oilers,Vancouver Canucks,2022020010101,2022020010,Period Start,101,PERIOD_START,Period Start,2022-10-13T02:20:48Z,1,00:00,20:00,0,0,,,
3,22,23,Edmonton Oilers,Vancouver Canucks,2022020010102,2022020010,Faceoff,102,FACEOFF,Connor McDavid faceoff won against J.T. Miller,2022-10-13T02:20:48Z,1,00:00,20:00,0,0,22.0,Edmonton Oilers,EDM
4,22,23,Edmonton Oilers,Vancouver Canucks,2022020010153,2022020010,Missed Shot,153,MISSED_SHOT,Jesse Puljujarvi Wide of Net Thatcher Demko,2022-10-13T02:21:05Z,1,00:17,19:43,0,0,22.0,Edmonton Oilers,EDM
5,22,23,Edmonton Oilers,Vancouver Canucks,2022020010154,2022020010,Blocked Shot,154,BLOCKED_SHOT,Oliver Ekman-Larsson shot blocked shot by Leon Draisaitl,2022-10-13T02:21:40Z,1,00:52,19:08,0,0,22.0,Edmonton Oilers,EDM
6,22,23,Edmonton Oilers,Vancouver Canucks,2022020010156,2022020010,Shot,156,SHOT,Oliver Ekman-Larsson Slap Shot saved by Jack Campbell,2022-10-13T02:21:45Z,1,00:57,19:03,0,0,23.0,Vancouver Canucks,VAN
7,22,23,Edmonton Oilers,Vancouver Canucks,202202001056,2022020010,Stoppage,56,STOP,Goalie Stopped,2022-10-13T02:21:46Z,1,00:58,19:02,0,0,,,
8,22,23,Edmonton Oilers,Vancouver Canucks,2022020010103,2022020010,Faceoff,103,FACEOFF,Ryan Nugent-Hopkins faceoff won against Bo Horvat,2022-10-13T02:22:21Z,1,00:58,19:02,0,0,22.0,Edmonton Oilers,EDM
9,22,23,Edmonton Oilers,Vancouver Canucks,2022020010155,2022020010,Shot,155,SHOT,Conor Garland Wrist Shot saved by Jack Campbell,2022-10-13T02:22:40Z,1,01:17,18:43,0,0,23.0,Vancouver Canucks,VAN
10,22,23,Edmonton Oilers,Vancouver Canucks,202202001057,2022020010,Stoppage,57,STOP,Icing,2022-10-13T02:22:50Z,1,01:26,18:34,0,0,,,
11,22,23,Edmonton Oilers,Vancouver Canucks,2022020010104,2022020010,Faceoff,104,FACEOFF,Elias Pettersson faceoff won against Derek Ryan,2022-10-13T02:23:14Z,1,01:26,18:34,0,0,23.0,Vancouver Canucks,VAN
12,22,23,Edmonton Oilers,Vancouver Canucks,2022020010105,2022020010,Giveaway,105,GIVEAWAY,Giveaway by Dylan Holloway,2022-10-13T02:23:35Z,1,01:47,18:13,0,0,22.0,Edmonton Oilers,EDM
13,22,23,Edmonton Oilers,Vancouver Canucks,2022020010157,2022020010,Goal,157,GOAL,"Elias Pettersson (1) Wrist Shot, assists: none",2022-10-13T02:23:37Z,1,01:49,18:11,0,1,23.0,Vancouver Canucks,VAN
14,22,23,Edmonton Oilers,Vancouver Canucks,2022020010106,2022020010,Faceoff,106,FACEOFF,Nils Aman faceoff won against Dylan Holloway,2022-10-13T02:24:32Z,1,01:49,18:11,0,1,23.0,Vancouver Canucks,VAN
15,22,23,Edmonton Oilers,Vancouver Canucks,202202001058,2022020010,Hit,58,HIT,Kyle Burroughs hit Leon Draisaitl,2022-10-13T02:24:43Z,1,02:00,18:00,0,1,23.0,Vancouver Canucks,VAN
16,22,23,Edmonton Oilers,Vancouver Canucks,202202001060,2022020010,Hit,60,HIT,Dakota Joshua hit Darnell Nurse,2022-10-13T02:25:11Z,1,02:28,17:32,0,1,23.0,Vancouver Canucks,VAN
17,22,23,Edmonton Oilers,Vancouver Canucks,2022020010158,2022020010,Goal,158,GOAL,"J.T. Miller (1) Snap Shot, assists: Brock Boeser (1), Quinn Hughes (1)",2022-10-13T02:25:23Z,1,02:40,17:20,0,2,23.0,Vancouver Canucks,VAN
18,22,23,Edmonton Oilers,Vancouver Canucks,2022020010107,2022020010,Faceoff,107,FACEOFF,J.T. Miller faceoff won against Connor McDavid,2022-10-13T02:25:59Z,1,02:40,17:20,0,2,23.0,Vancouver Canucks,VAN
19,22,23,Edmonton Oilers,Vancouver Canucks,202202001061,2022020010,Hit,61,HIT,Evander Kane hit Luke Schenn,2022-10-13T02:26:06Z,1,02:47,17:13,0,2,22.0,Edmonton Oilers,EDM
20,22,23,Edmonton Oilers,Vancouver Canucks,2022020010159,2022020010,Shot,159,SHOT,Jesse Puljujarvi Snap Shot saved by Thatcher Demko,2022-10-13T02:26:15Z,1,02:56,17:04,0,2,22.0,Edmonton Oilers,EDM
21,22,23,Edmonton Oilers,Vancouver Canucks,202202001062,2022020010,Hit,62,HIT,Jesse Puljujarvi hit Luke Schenn,2022-10-13T02:26:23Z,1,03:04,16:56,0,2,22.0,Edmonton Oilers,EDM
22,22,23,Edmonton Oilers,Vancouver Canucks,202202001063,2022020010,Stoppage,63,STOP,Icing,2022-10-13T02:26:39Z,1,03:19,16:41,0,2,,,
23,22,23,Edmonton Oilers,Vancouver Canucks,2022020010108,2022020010,Faceoff,108,FACEOFF,Bo Horvat faceoff won against Connor McDavid,2022-10-13T02:27:02Z,1,03:19,16:41,0,2,23.0,Vancouver Canucks,VAN
24,22,23,Edmonton Oilers,Vancouver Canucks,202202001064,2022020010,Hit,64,HIT,Tucker Poolman hit Devin Shore,2022-10-13T02:27:16Z,1,03:33,16:27,0,2,23.0,Vancouver Canucks,VAN
25,22,23,Edmonton Oilers,Vancouver Canucks,2022020010109,2022020010,Giveaway,109,GIVEAWAY,Giveaway by Evan Bouchard,2022-10-13T02:27:33Z,1,03:50,16:10,0,2,22.0,Edmonton Oilers,EDM
26,22,23,Edmonton Oilers,Vancouver Canucks,2022020010160,2022020010,Shot,160,SHOT,Bo Horvat Snap Shot saved by Jack Campbell,2022-10-13T02:27:34Z,1,03:51,16:09,0,2,23.0,Vancouver Canucks,VAN
27,22,23,Edmonton Oilers,Vancouver Canucks,202202001065,2022020010,Stoppage,65,STOP,Goalie Stopped,2022-10-13T02:27:35Z,1,03:52,16:08,0,2,,,
28,22,23,Edmonton Oilers,Vancouver Canucks,2022020010110,2022020010,Faceoff,110,FACEOFF,Connor McDavid faceoff won against Elias Pettersson,2022-10-13T02:28:08Z,1,03:52,16:08,0,2,22.0,Edmonton Oilers,EDM
