,home_team_id,away_team_id,home_team,away_team,play_id,game_id,event,event_id,event_type_id,description,time_stamp,period,period_time,period_time_remaining,goals_home,goals_away,team_id,team_name,team_abrv
0,21,1,Colorado Avalanche,New Jersey Devils,20220209711,2022020971,Game Scheduled,1,GAME_SCHEDULED,Game Scheduled,2023-03-02T01:12:19Z,1,00:00,20:00,0,0,,,
1,21,1,Colorado Avalanche,New Jersey Devils,202202097154,2022020971,Period Ready,54,PERIOD_READY,Period Ready,2023-03-02T02:06:31Z,1,00:00,20:00,0,0,,,
2,21,1,Colorado Avalanche,New Jersey Devils,20220209712,2022020971,Period Start,2,PERIOD_START,Period Start,2023-03-02T02:08:58Z,1,00:00,20:00,0,0,,,
3,21,1,Colorado Avalanche,New Jersey Devils,20220209713,2022020971,Faceoff,3,FACEOFF,Nico Hischier faceoff won against J.T. Compher,2023-03-02T02:08:58Z,1,00:00,20:00,0,0,1.0,New Jersey Devils,NJD
4,21,1,Colorado Avalanche,New Jersey Devils,202202097157,2022020971,Stoppage,57,STOP,Offside,2023-03-02T02:09:23Z,1,00:25,19:35,0,0,,,
5,21,1,Colorado Avalanche,New Jersey Devils,20220209714,2022020971,Faceoff,4,FACEOFF,Erik Haula faceoff won against Lars Eller,2023-03-02T02:09:49Z,1,00:25,19:35,0,0,1.0,New Jersey Devils,NJD
6,21,1,Colorado Avalanche,New Jersey Devils,20220209715,2022020971,Giveaway,5,GIVEAWAY,Giveaway by Vitek Vanecek,2023-03-02T02:10:04Z,1,00:40,19:20,0,0,1.0,New Jersey Devils,NJD
7,21,1,Colorado Avalanche,New Jersey Devils,2022020971201,2022020971,Giveaway,201,GIVEAWAY,Giveaway by Lars Eller,2023-03-02T02:10:29Z,1,01:05,18:55,0,0,21.0,Colorado Avalanche,COL
8,21,1,Colorado Avalanche,New Jersey Devils,20220209716,2022020971,Goal,6,GOAL,"Ondrej Palat (7) Wrist Shot, assists: Jesper Bratt (33)",2023-03-02T02:10:31Z,1,01:07,18:53,0,1,1.0,New Jersey Devils,NJD
9,21,1,Colorado Avalanche,New Jersey Devils,20220209717,2022020971,Faceoff,7,FACEOFF,Nathan MacKinnon faceoff won against Jack Hughes,2023-03-02T02:11:09Z,1,01:07,18:53,0,1,21.0,Colorado Avalanche,COL
10,21,1,Colorado Avalanche,New Jersey Devils,202202097158,2022020971,Stoppage,58,STOP,Puck in Crowd,2023-03-02T02:11:15Z,1,01:13,18:47,0,1,,,
11,21,1,Colorado Avalanche,New Jersey Devils,20220209718,2022020971,Faceoff,8,FACEOFF,Nathan MacKinnon faceoff won against Jack Hughes,2023-03-02T02:11:36Z,1,01:13,18:47,0,1,21.0,Colorado Avalanche,COL
12,21,1,Colorado Avalanche,New Jersey Devils,20220209719,2022020971,Hit,9,HIT,Samuel Girard hit Jesper Bratt,2023-03-02T02:12:07Z,1,01:44,18:16,0,1,21.0,Colorado Avalanche,COL
13,21,1,Colorado Avalanche,New Jersey Devils,202202097110,2022020971,Shot,10,SHOT,Valeri Nichushkin Snap Shot saved by Vitek Vanecek,2023-03-02T02:12:16Z,1,01:53,18:07,0,1,21.0,Colorado Avalanche,COL
14,21,1,Colorado Avalanche,New Jersey Devils,202202097111,2022020971,Shot,11,SHOT,Miles Wood Wrist Shot saved by Justus Annunen,2023-03-02T02:12:38Z,1,02:15,17:45,0,1,1.0,New Jersey Devils,NJD
15,21,1,Colorado Avalanche,New Jersey Devils,202202097159,2022020971,Blocked Shot,59,BLOCKED_SHOT,Miles Wood shot blocked shot by Josh Manson,2023-03-02T02:12:48Z,1,02:25,17:35,0,1,21.0,Colorado Avalanche,COL
16,21,1,Colorado Avalanche,New Jersey Devils,202202097160,2022020971,Stoppage,60,STOP,Puck in Benches,2023-03-02T02:13:22Z,1,02:59,17:01,0,1,,,
17,21,1,Colorado Avalanche,New Jersey Devils,202202097112,2022020971,Faceoff,12,FACEOFF,Denis Malgin faceoff won against Nico Hischier,2023-03-02T02:13:41Z,1,02:59,17:01,0,1,21.0,Colorado Avalanche,COL
18,21,1,Colorado Avalanche,New Jersey Devils,202202097161,2022020971,Blocked Shot,61,BLOCKED_SHOT,Logan O'Connor shot blocked shot by Jonas Siegenthaler,2023-03-02T02:13:58Z,1,03:16,16:44,0,1,1.0,New Jersey Devils,NJD
19,21,1,Colorado Avalanche,New Jersey Devils,202202097113,2022020971,Stoppage,13,STOP,Icing,2023-03-02T02:14:03Z,1,03:21,16:39,0,1,,,
20,21,1,Colorado Avalanche,New Jersey Devils,202202097114,2022020971,Faceoff,14,FACEOFF,Nathan MacKinnon faceoff won against Nico Hischier,2023-03-02T02:14:24Z,1,03:21,16:39,0,1,21.0,Colorado Avalanche,COL
21,21,1,Colorado Avalanche,New Jersey Devils,202202097115,2022020971,Shot,15,SHOT,Devon Toews Slap Shot saved by Vitek Vanecek,2023-03-02T02:14:27Z,1,03:24,16:36,0,1,21.0,Colorado Avalanche,COL
22,21,1,Colorado Avalanche,New Jersey Devils,202202097162,2022020971,Stoppage,62,STOP,Goalie Stopped,2023-03-02T02:14:27Z,1,03:24,16:36,0,1,,,
23,21,1,Colorado Avalanche,New Jersey Devils,202202097116,2022020971,Faceoff,16,FACEOFF,Erik Haula faceoff won against Nathan MacKinnon,2023-03-02T02:14:54Z,1,03:24,16:36,0,1,1.0,New Jersey Devils,NJD
24,21,1,Colorado Avalanche,New Jersey Devils,202202097117,2022020971,Shot,17,SHOT,John Marino Slap Shot saved by Justus Annunen,2023-03-02T02:15:21Z,1,03:51,16:09,0,1,1.0,New Jersey Devils,NJD
25,21,1,Colorado Avalanche,New Jersey Devils,202202097163,2022020971,Stoppage,63,STOP,Offside,2023-03-02T02:15:48Z,1,04:18,15:42,0,1,,,
26,21,1,Colorado Avalanche,New Jersey Devils,202202097118,2022020971,Faceoff,18,FACEOFF,Jack Hughes faceoff won against Lars Eller,2023-03-02T02:16:12Z,1,04:18,15:42,0,1,1.0,New Jersey Devils,NJD
27,21,1,Colorado Avalanche,New Jersey Devils,2022020971251,2022020971,Hit,251,HIT,Bowen Byram hit Jesper Bratt,2023-03-02T02:16:24Z,1,04:30,15:30,0,1,21.0,Colorado Avalanche,COL
28,21,1,Colorado Avalanche,New Jersey Devils,202202097127,2022020971,Hit,27,HIT,Josh Manson hit Yegor Sharangovich,2023-03-02T02:16:25Z,1,04:31,15:29,0,1,21.0,Colorado Avalanche,COL
29,21,1,Colorado Avalanche,New Jersey Devils,202202097120,2022020971,Shot,20,SHOT,Damon Severson Wrist Shot saved by Justus Annunen,2023-03-02T02:16:28Z,1,04:34,15:26,0,1,1.0,New Jersey Devils,NJD
30,21,1,Colorado Avalanche,New Jersey Devils,2022020971252,2022020971,Hit,252,HIT,Kevin Bahl hit Matt Nieto,2023-03-02T02:16:31Z,1,04:37,15:23,0,1,1.0,New Jersey Devils,NJD
31,21,1,Colorado Avalanche,New Jersey Devils,202202097121,2022020971,Stoppage,21,STOP,Puck in Netting,2023-03-02T02:16:47Z,1,04:53,15:07,0,1,,,
32,21,1,Colorado Avalanche,New Jersey Devils,202202097164,2022020971,Blocked Shot,64,BLOCKED_SHOT,Lars Eller shot blocked shot by Kevin Bahl,2023-03-02T02:16:47Z,1,04:53,15:07,0,1,1.0,New Jersey Devils,NJD
33,21,1,Colorado Avalanche,New Jersey Devils,202202097122,2022020971,Faceoff,22,FACEOFF,Michael McLeod faceoff won against Alex Newhook,2023-03-02T02:17:18Z,1,04:53,15:07,0,1,1.0,New Jersey Devils,NJD
34,21,1,Colorado Avalanche,New Jersey Devils,202202097165,2022020971,Blocked Shot,65,BLOCKED_SHOT,Nathan Bastian shot blocked shot by Samuel Girard,2023-03-02T02:17:29Z,1,05:04,14:56,0,1,21.0,Colorado Avalanche,COL
35,21,1,Colorado Avalanche,New Jersey Devils,202202097123,2022020971,Blocked Shot,23,BLOCKED_SHOT,Miles Wood shot blocked shot by Alex Newhook,2023-03-02T02:17:36Z,1,05:11,14:49,0,1,21.0,Colorado Avalanche,COL
36,21,1,Colorado Avalanche,New Jersey Devils,202202097124,2022020971,Shot,24,SHOT,Denis Malgin Wrist Shot saved by Vitek Vanecek,2023-03-02T02:18:07Z,1,05:42,14:18,0,1,21.0,Colorado Avalanche,COL
37,21,1,Colorado Avalanche,New Jersey Devils,2022020971253,2022020971,Hit,253,HIT,Ryan Graves hit Denis Malgin,2023-03-02T02:18:16Z,1,05:51,14:09,0,1,1.0,New Jersey Devils,NJD
38,21,1,Colorado Avalanche,New Jersey Devils,202202097166,2022020971,Blocked Shot,66,BLOCKED_SHOT,Nathan MacKinnon shot blocked shot by Nico Hischier,2023-03-02T02:18:50Z,1,06:25,13:35,0,1,1.0,New Jersey Devils,NJD
39,21,1,Colorado Avalanche,New Jersey Devils,202202097125,2022020971,Shot,25,SHOT,Nathan MacKinnon Wrist Shot saved by Vitek Vanecek,2023-03-02T02:18:58Z,1,06:33,13:27,0,1,21.0,Colorado Avalanche,COL
40,21,1,Colorado Avalanche,New Jersey Devils,202202097126,2022020971,Shot,26,SHOT,Nathan MacKinnon Wrist Shot saved by Vitek Vanecek,2023-03-02T02:19:07Z,1,06:42,13:18,0,1,21.0,Colorado Avalanche,COL
41,21,1,Colorado Avalanche,New Jersey Devils,202202097167,2022020971,Stoppage,67,STOP,Puck in Netting,2023-03-02T02:19:07Z,1,06:42,13:18,0,1,,,
42,21,1,Colorado Avalanche,New Jersey Devils,202202097128,2022020971,Faceoff,28,FACEOFF,Michael McLeod faceoff won against J.T. Compher,2023-03-02T02:21:28Z,1,06:42,13:18,0,1,1.0,New Jersey Devils,NJD
43,21,1,Colorado Avalanche,New Jersey Devils,2022020971202,2022020971,Hit,202,HIT,Mikko Rantanen hit Miles Wood,2023-03-02T02:21:33Z,1,06:47,13:13,0,1,21.0,Colorado Avalanche,COL
44,21,1,Colorado Avalanche,New Jersey Devils,202202097129,2022020971,Hit,29,HIT,Josh Manson hit Kevin Bahl,2023-03-02T02:21:46Z,1,06:58,13:02,0,1,21.0,Colorado Avalanche,COL
45,21,1,Colorado Avalanche,New Jersey Devils,202202097130,2022020971,Shot,30,SHOT,Nathan Bastian Backhand saved by Justus Annunen,2023-03-02T02:22:05Z,1,07:19,12:41,0,1,1.0,New Jersey Devils,NJD
